"breedtegraad,""lengtegraad"",""CO2"",""CH4"",""NO2"",""NH3"""
6,95,169.81,2.2,33.26,0.04
6,96,174.24,2.05,51.67,0.02
6,97,171.18,3.93,55.75,0.03
6,98,169.55,2.87,48.5,0.02
6,99,156.74,3.87,38.28,0.04
7,0,142.91,2.84,36.07,0.02
7,1,173.78,3.07,31.09,0.03
7,2,178.08,2.37,57.26,0.03
7,3,105.92,2.9,47.42,0.03
7,4,161.74,3.23,52.68,0.04
7,5,131.52,2.14,47.99,0.04
7,6,174.42,3.18,56.0,0.03
7,7,136.02,3.95,52.53,0.03
7,8,151.91,2.88,57.42,0.03
7,9,185.45,3.74,49.97,0.03
7,10,191.99,3.96,38.29,0.02
7,11,146.24,3.73,31.2,0.03
7,12,108.62,2.98,39.91,0.03
7,13,112.03,3.57,46.56,0.04
7,14,171.5,3.66,50.76,0.03
7,15,194.83,3.64,34.26,0.03
7,16,123.36,2.07,52.91,0.03
7,17,174.66,2.21,42.44,0.02
7,18,115.3,2.73,43.99,0.02
7,19,115.02,2.3,44.22,0.02
7,20,182.79,3.83,43.29,0.03
7,21,197.27,3.11,35.37,0.04
7,22,107.17,3.19,32.72,0.02
7,23,153.29,3.46,42.77,0.04
7,24,114.6,3.01,47.33,0.04
7,25,190.11,3.66,54.05,0.03
7,26,127.17,3.07,44.85,0.03
7,27,160.14,3.8,40.81,0.03
7,28,118.75,3.19,40.32,0.03
7,29,165.74,2.89,46.23,0.02
7,30,186.63,3.15,50.29,0.04
7,31,105.42,2.23,44.56,0.02
7,32,116.54,2.84,30.82,0.03
7,33,170.78,3.73,54.76,0.02
7,34,141.57,2.42,55.22,0.04
7,35,141.88,3.62,42.56,0.03
7,36,107.19,2.21,46.78,0.03
7,37,138.89,3.86,59.02,0.02
7,38,186.32,3.42,36.16,0.03
7,39,188.45,3.96,45.92,0.02
7,40,151.57,2.6,47.93,0.03
7,41,107.66,3.55,48.64,0.03
7,42,123.68,2.96,53.45,0.02
7,43,135.9,2.67,52.49,0.02
7,44,177.2,2.88,40.05,0.02
7,45,162.71,2.78,41.04,0.03
7,46,118.6,2.57,48.07,0.03
7,47,176.58,2.38,49.87,0.03
7,48,192.04,2.07,50.61,0.03
7,49,108.44,3.55,45.49,0.03
7,50,115.25,2.26,44.44,0.02
7,51,139.57,3.25,31.13,0.04
7,52,158.98,3.25,30.28,0.04
7,53,120.54,2.74,48.49,0.03
7,54,127.08,2.85,50.04,0.03
7,55,112.8,2.06,52.25,0.04
7,56,106.26,3.05,47.4,0.02
7,57,197.62,2.75,36.79,0.02
7,58,190.65,3.42,32.0,0.03
7,59,167.22,3.52,56.48,0.03
7,60,145.73,3.74,41.59,0.03
7,61,167.16,3.52,31.52,0.02
7,62,142.02,3.18,30.27,0.03
7,63,115.73,3.42,50.92,0.04
7,64,124.01,3.71,58.33,0.03
7,65,161.09,3.77,58.74,0.04
7,66,181.17,2.73,35.75,0.02
7,67,119.94,3.21,44.36,0.03
7,68,183.44,2.93,38.05,0.03
7,69,190.31,3.71,42.53,0.04
7,70,122.52,3.39,52.91,0.03
7,71,174.3,3.41,51.31,0.04
7,72,192.98,3.41,38.56,0.04
7,73,112.31,3.78,43.5,0.04
7,74,172.44,2.26,35.83,0.03
7,75,159.09,3.59,52.01,0.04
7,76,132.53,2.78,49.34,0.02
7,77,134.84,2.53,58.09,0.03
7,78,103.37,2.91,44.95,0.04
7,79,193.15,3.02,39.26,0.04
7,80,155.63,2.3,34.13,0.03
7,81,141.41,3.66,39.69,0.04
7,82,140.73,3.47,37.78,0.03
7,83,181.17,2.4,38.2,0.03
7,84,144.66,2.01,57.57,0.03
7,85,175.79,2.38,43.54,0.04
7,86,190.58,2.61,34.13,0.02
7,87,199.97,3.67,58.01,0.03
7,88,196.57,2.22,54.5,0.02
7,89,116.16,3.53,58.66,0.03
7,90,140.84,2.19,41.55,0.03
7,91,142.95,2.35,56.72,0.02
7,92,112.53,3.68,53.07,0.03
7,93,178.34,2.25,40.16,0.03
7,94,100.03,2.69,57.46,0.03
7,95,180.39,2.41,51.96,0.03
7,96,138.8,2.1,58.14,0.02
7,97,114.27,3.21,51.06,0.04
7,98,166.24,3.02,44.68,0.03
7,99,191.89,3.45,32.85,0.03
8,0,199.51,3.25,59.95,0.03
8,1,118.75,3.79,40.27,0.03
8,2,191.66,3.01,30.8,0.03
8,3,197.06,3.11,51.46,0.03
8,4,190.08,2.94,33.35,0.03
8,5,130.23,2.03,32.2,0.03
8,6,146.2,2.76,58.54,0.03
8,7,170.49,3.92,36.64,0.03
8,8,141.98,3.13,44.94,0.03
8,9,146.01,2.78,56.56,0.04
8,10,104.52,3.52,53.07,0.03
8,11,172.0,3.5,44.19,0.04
8,12,151.19,2.27,32.19,0.04
8,13,131.13,2.35,38.24,0.04
8,14,155.48,2.93,42.27,0.04
8,15,187.35,3.22,54.49,0.04
8,16,122.0,2.87,34.2,0.02
8,17,102.45,3.6,42.67,0.03
8,18,155.05,3.2,33.02,0.02
8,19,134.19,2.67,31.49,0.04
8,20,157.78,3.62,35.67,0.02
8,21,163.35,2.56,31.44,0.04
8,22,146.31,3.71,36.12,0.03
8,23,103.91,2.13,31.22,0.03
8,24,145.41,2.96,31.8,0.03
8,25,145.92,2.25,46.21,0.02
8,26,167.23,3.03,33.17,0.04
8,27,155.91,2.21,31.92,0.03
8,28,191.39,3.37,46.27,0.03
8,29,183.41,2.67,32.46,0.02
8,30,124.76,3.39,38.76,0.04
8,31,124.43,2.24,40.14,0.04
8,32,129.51,3.11,31.56,0.03
8,33,138.73,3.27,41.02,0.03
8,34,121.6,2.69,54.65,0.03
8,35,138.01,2.83,45.18,0.02
8,36,107.74,3.92,59.71,0.03
8,37,177.1,2.69,37.08,0.02
8,38,130.83,3.32,40.92,0.02
8,39,184.94,2.29,39.04,0.03
8,40,127.77,3.67,31.28,0.02
8,41,117.73,2.81,52.31,0.03
8,42,134.32,2.5,51.21,0.03
8,43,141.72,3.12,48.24,0.03
8,44,188.48,2.37,45.26,0.03
8,45,105.59,3.61,47.03,0.03
8,46,107.78,2.14,44.97,0.02
8,47,117.11,2.43,33.23,0.03
8,48,119.74,3.42,41.14,0.02
8,49,129.1,3.31,52.47,0.03
8,50,137.46,2.12,49.66,0.04
8,51,176.77,2.65,45.07,0.03
8,52,113.93,2.76,57.82,0.03
8,53,186.8,3.69,58.96,0.03
8,54,169.35,3.24,47.98,0.04
8,55,117.35,2.21,54.65,0.02
8,56,105.02,3.11,32.89,0.03
8,57,139.3,3.59,49.72,0.02
8,58,137.52,3.12,50.86,0.03
8,59,166.08,3.45,53.92,0.03
8,60,147.66,3.88,46.59,0.03
8,61,127.58,3.69,33.54,0.03
8,62,173.17,3.02,56.35,0.03
8,63,125.67,2.49,59.6,0.03
8,64,122.99,2.08,48.62,0.03
8,65,139.83,3.02,50.98,0.04
8,66,193.3,2.78,43.21,0.03
8,67,146.25,3.53,40.56,0.03
8,68,151.92,3.81,43.54,0.02
8,69,159.32,3.85,48.26,0.03
8,70,191.39,2.82,42.13,0.03
8,71,127.47,2.86,32.55,0.04
8,72,157.59,2.19,44.7,0.03
8,73,140.09,2.82,31.81,0.03
8,74,112.1,3.47,33.85,0.03
8,75,168.65,2.26,50.94,0.03
8,76,197.3,3.83,43.13,0.02
8,77,190.85,2.1,34.81,0.02
8,78,180.82,2.32,58.53,0.03
8,79,141.16,2.56,58.23,0.02
8,80,120.09,3.95,36.96,0.03
8,81,123.88,2.37,38.48,0.04
8,82,128.8,3.6,57.46,0.03
8,83,184.98,2.27,44.37,0.03
8,84,107.49,2.91,36.33,0.03
8,85,186.29,2.83,47.0,0.03
8,86,143.09,2.03,40.17,0.02
8,87,181.29,2.74,31.03,0.03
8,88,783.89,19.56,161.59,0.16
8,89,783.89,19.56,161.59,0.16
8,90,783.89,19.56,161.59,0.16
8,91,783.89,19.56,161.59,0.16
8,92,783.89,19.56,161.59,0.16
8,93,148.27,3.56,43.82,0.04
8,94,192.6,3.46,55.25,0.04
8,95,183.72,2.21,48.01,0.03
8,96,195.09,3.25,42.91,0.03
8,97,117.05,2.86,38.98,0.03
8,98,180.94,2.68,36.57,0.04
8,99,133.3,3.16,38.38,0.03
9,0,106.46,3.31,56.49,0.04
9,1,166.63,2.76,41.66,0.03
9,2,165.85,3.93,48.58,0.04
9,3,118.17,2.45,56.93,0.03
9,4,189.62,3.19,49.42,0.02
9,5,122.84,3.97,50.07,0.02
9,6,137.9,2.16,37.76,0.03
9,7,161.15,3.22,51.89,0.03
9,8,121.54,2.85,52.63,0.04
9,9,110.06,2.84,30.76,0.03
9,10,125.47,2.22,50.6,0.03
9,11,119.45,2.36,45.44,0.03
9,12,124.11,2.98,35.83,0.03
9,13,102.51,2.37,58.94,0.04
9,14,118.85,2.3,44.2,0.02
9,15,132.64,2.59,48.98,0.03
9,16,167.13,2.32,59.27,0.03
9,17,148.6,3.8,51.98,0.03
9,18,120.45,3.26,53.8,0.03
9,19,165.08,3.77,44.68,0.04
9,20,108.58,3.49,30.02,0.02
9,21,188.28,2.25,49.1,0.03
9,22,126.53,2.48,42.11,0.02
9,23,130.36,3.68,53.98,0.02
9,24,145.57,2.53,47.4,0.04
9,25,142.13,3.44,30.71,0.04
9,26,108.53,2.91,53.0,0.03
9,27,131.28,3.54,56.43,0.03
9,28,126.4,2.93,59.28,0.02
9,29,147.63,2.75,38.53,0.03
9,30,113.59,3.61,42.54,0.03
9,31,153.57,3.69,36.76,0.03
9,32,100.37,3.33,54.46,0.03
9,33,198.42,2.39,45.6,0.03
9,34,137.58,3.98,56.32,0.02
9,35,169.47,2.62,53.15,0.02
9,36,144.63,2.67,45.9,0.03
9,37,136.59,2.86,55.05,0.03
9,38,147.56,2.5,53.55,0.04
9,39,144.38,2.05,36.88,0.03
9,40,177.68,3.48,53.22,0.03
9,41,165.18,3.8,35.94,0.04
9,42,162.65,3.76,56.42,0.02
9,43,118.15,3.83,54.48,0.03
9,44,133.64,2.94,37.8,0.03
9,45,155.02,2.96,47.7,0.03
9,46,129.66,2.63,40.58,0.02
9,47,194.78,3.68,31.73,0.02
9,48,139.29,3.79,44.37,0.02
9,49,112.33,3.28,48.66,0.02
9,50,106.16,2.48,37.87,0.02
9,51,183.31,3.17,57.66,0.03
9,52,151.78,3.61,48.03,0.02
9,53,140.79,3.69,55.34,0.03
9,54,199.19,2.08,41.27,0.02
9,55,179.13,3.04,36.41,0.03
9,56,122.22,2.48,50.32,0.04
9,57,103.73,2.07,47.03,0.04
9,58,172.13,2.53,40.23,0.02
9,59,104.46,2.89,55.5,0.04
9,60,148.22,3.51,43.49,0.02
9,61,108.8,3.25,43.02,0.04
9,62,138.34,2.02,32.38,0.04
9,63,154.65,2.11,41.24,0.04
9,64,141.2,3.62,33.18,0.04
9,65,108.36,2.08,44.66,0.04
9,66,197.25,3.26,42.56,0.04
9,67,163.49,2.89,55.34,0.03
9,68,148.63,3.07,55.02,0.04
9,69,162.45,3.89,31.88,0.04
9,70,156.38,3.77,52.72,0.04
9,71,149.19,2.42,42.25,0.04
9,72,103.07,2.06,36.96,0.02
9,73,155.15,2.95,58.29,0.03
9,74,111.76,2.71,47.8,0.04
9,75,123.51,2.55,46.64,0.02
9,76,182.56,3.18,36.3,0.04
9,77,174.8,2.71,43.19,0.02
9,78,104.5,3.28,34.28,0.03
9,79,135.58,3.37,36.73,0.02
9,80,113.5,3.82,44.67,0.03
9,81,113.43,3.85,37.47,0.03
9,82,125.69,3.74,58.17,0.04
9,83,185.83,3.48,41.59,0.02
9,84,122.82,2.08,37.69,0.04
9,85,197.6,2.36,31.12,0.03
9,86,102.76,2.58,49.28,0.03
9,87,156.83,3.58,39.52,0.03
9,88,783.89,19.56,161.59,0.16
9,89,1998.14,38.32,545.61,0.29
9,90,1998.14,38.32,545.61,0.29
9,91,1998.14,38.32,545.61,0.29
9,92,783.89,19.56,161.59,0.16
9,93,118.34,2.51,35.13,0.02
9,94,135.17,3.51,58.86,0.03
9,95,199.22,2.74,38.35,0.03
9,96,191.68,3.13,33.52,0.04
9,97,164.86,3.68,54.1,0.03
9,98,127.47,2.11,53.94,0.03
9,99,186.77,2.81,47.25,0.03
10,0,190.97,3.95,54.67,0.02
10,1,149.13,2.64,53.85,0.02
10,2,185.71,2.83,37.57,0.03
10,3,178.99,3.66,55.79,0.04
10,4,132.22,2.53,36.55,0.04
10,5,143.19,2.11,35.46,0.04
10,6,141.7,3.85,44.01,0.03
10,7,161.73,3.22,39.78,0.04
10,8,191.12,3.71,51.03,0.04
10,9,161.46,2.74,44.85,0.03
10,10,116.3,3.27,51.11,0.04
10,11,155.09,3.03,59.75,0.04
10,12,152.36,3.05,37.92,0.04
10,13,173.91,3.3,50.18,0.04
10,14,100.54,3.18,39.64,0.04
10,15,144.51,2.25,58.8,0.03
10,16,118.2,3.84,48.8,0.02
10,17,187.79,3.2,48.88,0.03
10,18,153.19,3.92,46.31,0.03
10,19,109.04,2.1,46.41,0.03
10,20,151.59,3.28,37.31,0.03
10,21,157.25,2.81,48.24,0.04
10,22,126.44,2.9,53.42,0.04
10,23,170.41,2.82,38.3,0.03
10,24,142.05,3.43,40.3,0.03
10,25,151.48,2.61,46.16,0.04
10,26,109.89,2.67,37.99,0.03
10,27,199.04,2.35,53.52,0.03
10,28,130.82,3.42,53.59,0.03
10,29,111.47,3.17,43.13,0.03
10,30,142.51,3.02,49.9,0.04
10,31,103.96,3.82,52.57,0.04
10,32,102.36,3.01,52.14,0.02
10,33,181.55,3.21,38.88,0.02
10,34,180.74,3.34,31.81,0.02
10,35,114.35,3.51,53.96,0.02
10,36,137.74,2.92,33.26,0.04
10,37,134.85,3.14,47.96,0.02
10,38,169.24,2.27,30.04,0.03
10,39,137.95,3.08,45.92,0.02
10,40,130.37,2.72,59.97,0.03
10,41,140.85,2.03,32.76,0.03
10,42,116.33,2.76,43.11,0.03
10,43,121.07,2.73,33.24,0.03
10,44,152.89,3.23,50.85,0.03
10,45,120.06,3.85,36.7,0.03
10,46,151.28,2.09,54.54,0.03
10,47,160.13,2.24,47.16,0.03
10,48,184.01,3.57,31.19,0.04
10,49,153.01,3.44,58.56,0.03
10,50,199.5,3.02,30.62,0.04
10,51,106.28,3.0,46.34,0.04
10,52,139.05,2.35,39.07,0.02
10,53,169.82,3.24,49.98,0.03
10,54,133.7,2.97,51.44,0.03
10,55,149.5,3.56,37.66,0.02
10,56,191.14,3.59,30.01,0.04
10,57,128.97,2.75,30.94,0.03
10,58,114.79,2.56,41.35,0.03
10,59,146.93,2.8,58.2,0.03
10,60,109.78,2.16,56.96,0.03
10,61,165.29,2.11,52.66,0.03
10,62,149.99,3.87,34.79,0.04
10,63,135.71,3.54,38.6,0.02
10,64,149.84,2.45,48.08,0.03
10,65,142.56,2.59,47.11,0.03
10,66,197.92,2.82,30.58,0.03
10,67,108.02,3.69,56.81,0.04
10,68,179.63,2.43,35.03,0.03
10,69,157.71,3.22,58.09,0.03
10,70,180.36,3.02,51.91,0.02
10,71,143.63,3.71,33.66,0.04
10,72,169.97,2.36,55.3,0.03
10,73,149.47,2.43,53.92,0.03
10,74,153.99,2.23,33.5,0.02
10,75,180.16,3.85,41.72,0.02
10,76,108.34,2.23,37.89,0.02
10,77,178.08,3.52,43.64,0.03
10,78,136.27,3.69,54.66,0.03
10,79,140.0,2.99,46.48,0.04
10,80,157.44,3.76,55.89,0.03
10,81,190.32,3.44,30.35,0.04
10,82,119.48,3.48,56.44,0.03
10,83,160.08,3.22,53.64,0.02
10,84,187.14,3.59,45.83,0.03
10,85,185.67,3.42,56.86,0.03
10,86,181.44,3.32,34.02,0.03
10,87,113.8,2.37,43.0,0.04
10,88,783.89,19.56,161.59,0.16
10,89,1998.14,38.32,545.61,0.29
10,90,2691.3,62.15,670.87,0.42
10,91,1998.14,38.32,545.61,0.29
10,92,783.89,19.56,161.59,0.16
10,93,178.44,2.21,40.52,0.03
10,94,103.56,3.2,44.48,0.03
10,95,103.49,3.44,50.33,0.04
10,96,132.53,3.49,50.71,0.03
10,97,161.55,2.52,46.01,0.02
10,98,177.55,3.76,55.2,0.04
10,99,121.25,3.56,49.42,0.04
11,0,186.72,2.48,43.16,0.02
11,1,137.59,3.65,52.75,0.02
11,2,140.42,2.67,41.76,0.02
11,3,179.5,2.75,52.35,0.03
11,4,114.81,3.11,59.09,0.02
11,5,116.14,3.3,31.51,0.02
11,6,140.84,3.69,39.42,0.02
11,7,184.09,2.48,30.66,0.03
11,8,123.44,3.03,51.48,0.03
11,9,115.37,3.39,31.74,0.04
11,10,164.9,2.22,30.01,0.04
11,11,189.43,3.01,37.95,0.03
11,12,127.11,3.99,56.98,0.03
11,13,166.22,2.67,46.9,0.04
11,14,113.92,2.5,44.57,0.04
11,15,110.87,2.33,39.54,0.03
11,16,110.04,3.84,37.36,0.02
11,17,110.04,3.75,30.16,0.03
11,18,134.02,2.92,35.57,0.03
11,19,133.55,3.79,46.02,0.02
11,20,179.41,2.72,48.53,0.02
11,21,164.9,2.23,55.55,0.02
11,22,112.07,2.57,56.77,0.03
11,23,130.77,3.85,52.43,0.03
11,24,199.57,2.93,52.02,0.03
11,25,100.25,2.74,35.64,0.03
11,26,134.64,2.35,46.86,0.02
11,27,166.54,2.02,38.45,0.04
11,28,127.75,3.1,36.98,0.02
11,29,119.81,2.02,48.33,0.03
11,30,140.7,2.26,34.23,0.03
11,31,199.25,3.8,57.4,0.02
11,32,183.23,2.01,54.98,0.03
11,33,148.45,2.76,49.63,0.03
11,34,194.98,2.35,37.85,0.04
11,35,187.7,3.62,57.15,0.03
11,36,161.79,3.07,31.03,0.02
11,37,168.46,2.45,43.46,0.02
11,38,114.56,2.58,57.38,0.03
11,39,185.52,3.51,41.59,0.03
11,40,178.9,2.03,44.46,0.03
11,41,132.79,2.19,55.71,0.03
11,42,196.11,2.55,48.42,0.03
11,43,137.4,2.56,32.65,0.02
11,44,110.34,3.7,30.72,0.04
11,45,152.19,3.91,51.07,0.04
11,46,174.86,2.57,47.89,0.03
11,47,189.0,2.92,58.58,0.04
11,48,182.76,2.28,56.99,0.03
11,49,188.44,2.47,59.67,0.04
11,50,190.28,2.62,34.86,0.02
11,51,111.71,2.58,40.97,0.04
11,52,120.56,2.43,55.49,0.03
11,53,156.1,3.51,37.63,0.02
11,54,199.95,2.76,39.57,0.03
11,55,197.56,3.85,45.62,0.03
11,56,176.42,2.17,38.62,0.02
11,57,150.21,2.85,42.85,0.02
11,58,185.2,2.69,47.2,0.04
11,59,119.94,2.52,45.57,0.03
11,60,126.42,3.2,38.91,0.02
11,61,115.18,2.44,54.9,0.03
11,62,199.31,2.38,56.65,0.03
11,63,149.62,3.7,40.81,0.04
11,64,163.91,3.66,37.03,0.03
11,65,100.33,3.55,31.58,0.03
11,66,136.24,3.42,52.02,0.04
11,67,138.25,3.97,49.73,0.03
11,68,115.51,3.03,39.54,0.03
11,69,133.68,2.97,49.44,0.02
11,70,195.5,3.97,31.72,0.04
11,71,159.48,3.97,57.53,0.04
11,72,147.81,3.86,35.17,0.03
11,73,132.05,2.74,50.06,0.02
11,74,160.14,2.08,50.47,0.03
11,75,196.55,2.04,57.78,0.04
11,76,191.66,3.36,54.12,0.03
11,77,126.95,3.05,31.69,0.02
11,78,128.57,2.48,50.34,0.02
11,79,111.16,2.28,51.19,0.04
11,80,138.87,2.04,31.14,0.03
11,81,195.25,3.11,44.24,0.04
11,82,113.78,2.21,31.19,0.02
11,83,111.08,3.72,42.64,0.03
11,84,182.93,3.67,56.2,0.03
11,85,145.5,2.04,52.34,0.03
11,86,120.56,2.97,34.64,0.04
11,87,114.27,2.47,34.4,0.04
11,88,783.89,19.56,161.59,0.16
11,89,1998.14,38.32,545.61,0.29
11,90,1998.14,38.32,545.61,0.29
11,91,1998.14,38.32,545.61,0.29
11,92,783.89,19.56,161.59,0.16
11,93,106.63,3.82,52.06,0.03
11,94,137.85,2.7,33.68,0.03
11,95,100.02,3.65,41.22,0.02
11,96,124.56,3.71,31.92,0.02
11,97,179.54,2.16,58.87,0.03
11,98,175.23,2.79,57.53,0.04
11,99,101.92,3.7,34.68,0.04
12,0,182.3,2.77,52.85,0.03
12,1,116.91,3.85,36.2,0.04
12,2,108.57,3.78,59.44,0.04
12,3,192.35,3.11,38.39,0.02
12,4,144.11,2.08,55.35,0.03
12,5,184.23,3.96,54.39,0.02
12,6,194.26,3.13,57.76,0.03
12,7,199.47,2.42,44.99,0.03
12,8,184.35,2.06,48.52,0.03
12,9,113.07,2.9,30.5,0.03
12,10,101.37,3.38,59.89,0.02
12,11,183.34,2.49,53.9,0.02
12,12,115.79,2.69,48.96,0.03
12,13,150.81,2.15,46.62,0.02
12,14,142.63,3.01,44.52,0.03
12,15,114.69,2.78,47.89,0.04
12,16,163.07,3.16,31.92,0.03
12,17,104.26,2.74,59.82,0.03
12,18,132.63,3.79,46.04,0.04
12,19,183.06,2.99,30.25,0.04
12,20,567.48,16.23,177.13,0.19
12,21,567.48,16.23,177.13,0.19
12,22,567.48,16.23,177.13,0.19
12,23,567.48,16.23,177.13,0.19
12,24,567.48,16.23,177.13,0.19
12,25,189.92,3.67,43.62,0.03
12,26,101.46,2.28,46.64,0.04
12,27,162.1,2.62,52.65,0.03
12,28,170.84,2.23,36.21,0.04
12,29,184.74,3.27,38.44,0.03
12,30,106.84,2.94,41.52,0.03
12,31,127.31,3.62,52.78,0.04
12,32,101.39,2.77,51.28,0.04
12,33,122.45,3.95,30.39,0.03
12,34,157.57,2.65,51.69,0.03
12,35,172.49,2.09,36.28,0.03
12,36,120.78,2.41,53.03,0.03
12,37,190.54,2.27,46.27,0.04
12,38,148.28,3.5,52.54,0.02
12,39,175.26,2.97,30.19,0.02
12,40,184.29,3.22,53.26,0.03
12,41,187.56,2.75,37.06,0.03
12,42,120.21,3.2,41.41,0.03
12,43,198.18,3.3,58.26,0.03
12,44,111.51,2.8,33.27,0.04
12,45,104.64,2.4,52.14,0.03
12,46,199.86,2.54,34.08,0.03
12,47,154.03,2.6,53.7,0.03
12,48,118.35,3.7,44.21,0.03
12,49,178.44,3.38,51.11,0.03
12,50,173.04,2.07,45.06,0.03
12,51,144.27,3.15,45.67,0.04
12,52,176.65,2.39,54.13,0.02
12,53,196.65,2.22,36.52,0.04
12,54,184.47,4.0,43.25,0.03
12,55,163.34,2.11,36.05,0.03
12,56,106.08,2.79,44.05,0.02
12,57,161.53,3.38,53.13,0.03
12,58,109.7,3.88,33.08,0.04
12,59,151.99,2.79,44.04,0.02
12,60,133.03,3.86,56.6,0.03
12,61,138.8,3.57,43.6,0.03
12,62,125.81,3.23,53.84,0.03
12,63,107.84,3.8,50.24,0.04
12,64,135.69,2.45,50.75,0.04
12,65,119.94,3.92,54.57,0.03
12,66,119.08,2.65,46.52,0.03
12,67,115.64,2.0,40.91,0.03
12,68,177.45,3.51,46.19,0.03
12,69,179.51,2.8,31.84,0.02
12,70,140.89,2.8,59.11,0.04
12,71,196.95,3.4,55.26,0.03
12,72,145.96,2.03,33.62,0.04
12,73,134.15,2.17,42.62,0.03
12,74,109.27,3.33,57.54,0.03
12,75,122.97,3.67,34.19,0.02
12,76,153.19,2.51,56.71,0.03
12,77,125.48,2.71,38.97,0.02
12,78,166.32,2.18,56.25,0.02
12,79,182.41,2.55,45.83,0.02
12,80,105.83,2.37,54.33,0.03
12,81,113.05,2.53,47.5,0.03
12,82,144.35,2.33,51.81,0.02
12,83,160.85,3.07,50.95,0.03
12,84,140.41,3.56,33.31,0.03
12,85,198.85,2.59,48.98,0.04
12,86,147.19,2.04,53.94,0.03
12,87,100.44,3.69,32.15,0.02
12,88,783.89,19.56,161.59,0.16
12,89,783.89,19.56,161.59,0.16
12,90,783.89,19.56,161.59,0.16
12,91,783.89,19.56,161.59,0.16
12,92,783.89,19.56,161.59,0.16
12,93,137.17,3.19,35.96,0.02
12,94,127.81,2.11,34.46,0.02
12,95,194.95,3.33,53.67,0.04
12,96,142.45,3.03,54.38,0.03
12,97,117.04,2.73,51.61,0.04
12,98,143.36,2.71,31.37,0.03
12,99,117.37,3.18,56.21,0.04
13,0,189.33,2.84,48.27,0.04
13,1,101.39,3.46,35.46,0.03
13,2,158.16,3.71,40.4,0.03
13,3,103.83,2.63,58.41,0.03
13,4,103.08,2.83,47.18,0.04
13,5,118.89,3.73,30.95,0.02
13,6,146.69,2.33,53.51,0.03
13,7,139.86,3.5,58.7,0.04
13,8,125.0,3.92,46.86,0.02
13,9,122.61,2.79,46.13,0.03
13,10,150.6,3.69,53.31,0.02
13,11,105.33,2.12,30.25,0.04
13,12,137.26,3.14,50.65,0.04
13,13,185.25,3.28,37.68,0.03
13,14,126.54,3.16,49.12,0.02
13,15,117.9,3.2,37.24,0.03
13,16,160.32,2.99,45.03,0.04
13,17,144.21,3.82,43.98,0.02
13,18,174.05,2.11,36.49,0.03
13,19,168.51,2.26,31.5,0.03
13,20,567.48,16.23,177.13,0.19
13,21,1547.51,37.13,515.03,0.36
13,22,1547.51,37.13,515.03,0.36
13,23,1547.51,37.13,515.03,0.36
13,24,567.48,16.23,177.13,0.19
13,25,137.34,3.56,53.66,0.03
13,26,121.6,3.12,58.82,0.02
13,27,179.67,3.49,47.29,0.03
13,28,185.55,3.02,59.07,0.02
13,29,185.06,2.96,47.89,0.04
13,30,155.86,3.14,56.49,0.04
13,31,130.95,3.96,58.54,0.04
13,32,194.49,2.47,38.7,0.03
13,33,127.3,2.78,38.7,0.04
13,34,113.33,2.71,46.43,0.03
13,35,133.77,3.67,48.16,0.02
13,36,168.52,3.18,37.02,0.03
13,37,138.48,3.35,38.19,0.03
13,38,119.47,3.11,42.96,0.04
13,39,153.63,3.06,49.91,0.04
13,40,153.61,2.26,56.24,0.04
13,41,105.43,3.33,53.33,0.03
13,42,141.52,2.14,43.38,0.02
13,43,193.06,3.05,31.29,0.04
13,44,139.55,2.11,55.69,0.03
13,45,174.57,3.18,32.51,0.03
13,46,127.85,2.59,50.14,0.02
13,47,159.09,2.16,54.3,0.02
13,48,114.21,2.6,34.07,0.02
13,49,179.8,3.58,33.92,0.04
13,50,156.43,2.1,50.72,0.03
13,51,123.13,3.97,46.91,0.04
13,52,145.45,2.19,48.58,0.03
13,53,140.78,3.25,34.73,0.03
13,54,198.18,2.55,53.38,0.03
13,55,142.75,3.87,59.65,0.03
13,56,199.9,3.99,34.71,0.04
13,57,151.24,3.92,33.35,0.04
13,58,127.92,2.91,56.18,0.03
13,59,103.83,3.63,49.34,0.02
13,60,195.18,3.33,35.99,0.03
13,61,176.32,3.87,45.93,0.02
13,62,198.4,2.67,56.19,0.02
13,63,147.86,2.83,46.26,0.04
13,64,103.48,3.74,46.78,0.03
13,65,188.91,3.69,42.09,0.02
13,66,186.05,3.25,39.72,0.02
13,67,156.4,3.81,41.67,0.03
13,68,142.08,3.82,58.96,0.04
13,69,104.11,3.17,44.61,0.02
13,70,137.04,3.77,32.35,0.03
13,71,145.4,2.88,56.05,0.03
13,72,188.03,2.4,35.74,0.02
13,73,129.52,3.63,56.14,0.03
13,74,180.6,3.13,47.18,0.02
13,75,129.99,3.72,51.79,0.03
13,76,188.26,3.95,35.25,0.03
13,77,175.38,2.82,43.74,0.03
13,78,146.56,2.17,58.16,0.03
13,79,195.97,2.52,40.58,0.03
13,80,177.47,2.05,57.84,0.02
13,81,169.61,3.13,46.99,0.03
13,82,127.46,2.37,39.26,0.02
13,83,111.58,3.12,41.32,0.03
13,84,138.42,3.04,38.66,0.03
13,85,126.69,3.86,52.65,0.03
13,86,145.59,2.27,32.22,0.04
13,87,102.14,3.55,30.62,0.02
13,88,147.72,3.69,52.14,0.03
13,89,184.28,2.4,49.84,0.03
13,90,164.87,3.09,49.44,0.04
13,91,199.78,2.8,36.61,0.02
